Stock quote and option quote for ORCL on 4/13/26 17:55:59

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
155.62,N,+17.53,157.84,K,158.00,U,80 x 200,"49,717,498",139.77,155.91,139.72

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
0,1.29%,27.94,.5,Q,4/9/26,345.72,121.235,"2,876,046,000",custom expression subscription limit exceeded

Theo parameters
Theo date,Theo stock price,Theo volatility
4/13/26, 0.00$, 0.00%

17 APR 26  (4)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,,
,,<empty>,494,99.98%,0.02%,<empty>,.00,249.02%,.00,.00,.00,.00,.005,0,0,0,54.20,0,Q,.01,W,17 APR 26,380,223.95,J,226.20,A,<empty>,0,6.39%,93.61%,1 x 117,-.65,748.77%,.00,-.01,-2.92,.05,2.915,222.16,0,0,339.66,,
,,2,719,99.98%,0.02%,<empty>,.00,255.65%,.00,.00,.00,.00,.005,0,.23,.01,55.76,0,Q,.01,W,17 APR 26,390,234.00,J,236.25,A,<empty>,0,6.35%,93.65%,7 x 130,-.64,779.72%,.00,-.01,-2.97,.05,2.965,232.16,0,0,350.41,,
,,<empty>,"1,711",99.98%,0.02%,<empty>,.00,262.09%,.00,.00,.00,.00,.005,0,0,0,57.28,0,Q,.01,W,17 APR 26,400,243.80,J,246.25,N,<empty>,0,6.27%,93.73%,9 x 107,-.63,807.51%,.00,-.01,-2.87,.05,2.865,242.16,0,0,360.90,,
,,<empty>,225,99.98%,0.02%,<empty>,.00,268.35%,.00,.00,.00,.00,.005,0,0,0,58.75,0,Q,.01,W,17 APR 26,410,253.65,A,256.25,A,<empty>,0,6.21%,93.79%,130 x 132,-.62,835.93%,.00,-.01,-2.79,.05,2.79,252.16,0,0,371.36,,
,,<empty>,917,99.98%,0.02%,<empty>,.00,274.44%,.00,.00,.00,.00,.005,0,0,0,60.19,0,Q,.01,W,17 APR 26,420,263.95,S,266.25,A,<empty>,0,6.19%,93.81%,16 x 118,-.60,869.18%,.00,-.01,-2.94,.05,2.94,262.16,0,0,381.98,,
,,16,726,99.98%,0.02%,<empty>,.00,280.38%,.00,.00,.00,.00,.005,0,.01,.01,61.58,0,Q,.01,W,17 APR 26,430,274.00,B,276.25,A,<empty>,0,6.14%,93.86%,26 x 118,-.59,899.81%,.00,-.01,-2.97,.05,2.965,272.16,0,0,392.42,,
,,<empty>,276,99.99%,0.01%,<empty>,.00,286.16%,.00,.00,.00,.00,.005,0,0,0,62.94,0,Q,.01,W,17 APR 26,440,283.35,A,286.25,A,<empty>,0,6.03%,93.97%,120 x 120,-.58,923.21%,.00,-.01,-2.64,.05,2.64,282.16,0,0,402.53,,
,,<empty>,258,99.99%,0.01%,<empty>,.00,291.79%,.00,.00,.00,.00,.005,0,0,0,64.27,0,Q,.01,W,17 APR 26,450,293.45,A,296.25,A,<empty>,0,5.99%,94.01%,142 x 139,-.57,954.49%,.00,-.01,-2.69,.05,2.69,292.16,0,0,412.92,,
,,<empty>,328,99.99%,0.01%,<empty>,.00,297.29%,.00,.00,.00,.00,.005,0,0,0,65.56,0,Q,.01,W,17 APR 26,460,303.40,X,306.25,X,<empty>,0,5.93%,94.07%,105 x 105,-.55,984.26%,.00,-.01,-2.67,.05,2.665,302.16,0,0,423.22,,
,,<empty>,273,99.99%,0.01%,<empty>,.00,302.66%,.00,.00,.00,.00,.005,0,0,0,66.82,0,Q,.01,W,17 APR 26,470,313.80,B,316.25,A,<empty>,0,5.90%,94.10%,23 x 121,-.54,1018.68%,.00,-.01,-2.87,.05,2.865,312.16,0,0,433.65,,
,,1,"4,657",99.99%,0.01%,<empty>,.00,307.90%,.00,.00,.00,.00,.005,0,.01,.01,68.04,0,Q,.01,W,17 APR 26,480,323.95,B,326.25,A,<empty>,0,5.85%,94.15%,31 x 118,-.53,1050.55%,.00,-.01,-2.94,.05,2.94,322.16,0,0,443.97,,
,,<empty>,890,99.99%,0.01%,<empty>,.00,313.02%,.00,.00,.00,.00,.005,0,0,0,69.24,0,Q,.01,W,17 APR 26,490,333.85,B,336.25,A,<empty>,0,5.78%,94.22%,26 x 119,-.52,1079.90%,.00,-.01,-2.89,.05,2.89,332.16,0,0,454.18,,
,,<empty>,"1,399",99.99%,0.01%,<empty>,.00,318.03%,.00,.00,.00,.00,.005,0,0,0,70.40,0,Q,.01,W,17 APR 26,500,343.50,X,346.20,A,<empty>,0,5.70%,94.30%,114 x 152,-.51,1106.27%,.00,-.01,-2.69,.05,2.69,342.16,0,0,464.28,,
,,<empty>,"4,322",99.99%,0.01%,<empty>,.00,322.93%,.00,.00,.00,.00,.005,0,0,0,71.54,0,C,.01,W,17 APR 26,510,353.90,P,356.15,A,<empty>,0,5.65%,94.35%,3 x 153,-.49,1140.24%,.00,-.01,-2.87,.05,2.865,352.16,0,0,474.61,,

24 APR 26  (11)  100 (Weeklys)
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,,
,,<empty>,0,0.00%,100.00%,102 x 102,1.00,--,.00,.00,.00,.23,-2.54,82.84,0,0,<empty>,78.95,N,81.65,N,24 APR 26,75,0,Q,.76,J,1,94,96.20%,3.80%,<empty>,-.02,219.68%,.00,.00,-.10,.01,.38,0,.01,.01,23.16,,
,,<empty>,0,0.00%,100.00%,4 x 9,1.00,--,.00,.00,.00,.29,-1.915,77.84,0,0,<empty>,73.95,T,77.90,T,24 APR 26,80,0,W,.50,X,<empty>,66,97.22%,2.78%,<empty>,-.01,189.65%,.00,.00,-.07,.01,.25,0,0,0,20.21,,
,,<empty>,0,0.00%,100.00%,12 x 12,1.00,--,.00,.00,.00,.35,-2.49,72.84,0,0,<empty>,69.10,M,71.60,M,24 APR 26,85,0,H,.59,J,10,48,96.80%,3.20%,<empty>,-.02,178.84%,.00,.00,-.08,.01,.295,0,.20,.01,20.50,,
,,<empty>,0,0.00%,100.00%,5 x 5,1.00,--,.00,.00,.00,.40,-2.265,67.84,0,0,<empty>,63.95,J,67.20,J,24 APR 26,90,0,S,.32,J,5,65,97.97%,2.03%,<empty>,-.01,149.73%,.00,.00,-.05,.01,.16,0,.24,.01,16.71,,
,,<empty>,0,0.00%,100.00%,10 x 5,1.00,--,.00,.00,.00,.46,-2.34,62.84,0,0,<empty>,58.95,P,62.05,J,24 APR 26,95,.01,C,.04,C,5,43,99.53%,0.47%,2 x 20,.00,109.36%,.00,.00,-.01,.00,.025,0,.12,.02,10.02,,
,,1,2,0.00%,100.00%,15 x 12,1.00,--,.00,.00,.00,.51,-2.24,57.84,52.00,52.00,<empty>,54.05,M,57.15,M,24 APR 26,100,.01,I,.08,X,20,157,99.21%,0.79%,2 x 109,.00,105.72%,.00,.00,-.02,.00,.045,0,.10,.02,10.90,,
,,<empty>,0,0.00%,100.00%,15 x 8,1.00,--,.00,.00,.00,.57,-2.39,52.84,0,0,<empty>,49.00,C,51.90,T,24 APR 26,105,0,Z,.05,N,775,204,99.49%,0.51%,<empty>,.00,89.40%,.00,.00,-.01,.00,.025,0,.10,.03,8.86,,
,,3,5,0.00%,100.00%,36 x 36,1.00,--,.00,.00,.00,.62,-2.39,47.84,44.90,39.75,<empty>,44.05,S,46.85,S,24 APR 26,110,.05,I,.09,X,95,262,98.76%,1.24%,1 x 50,-.01,90.28%,.00,.00,-.02,.01,.07,0,.25,.05,10.71,,
,,<empty>,0,0.00%,100.00%,12 x 1,1.00,--,.00,.00,.00,.65,-2.365,45.84,0,0,<empty>,42.05,M,44.90,N,24 APR 26,112,0,J,.18,C,<empty>,0,98.45%,1.55%,<empty>,-.01,89.09%,.00,.00,-.03,.01,.09,0,0,0,11.11,,
,,<empty>,0,0.00%,100.00%,12 x 12,1.00,--,.00,.00,.00,.66,-2.34,44.84,0,0,<empty>,41.05,M,43.95,M,24 APR 26,113,0,S,.20,C,<empty>,0,98.30%,1.70%,<empty>,-.01,88.31%,.00,.00,-.03,.01,.10,0,0,0,11.26,,
,,<empty>,0,0.00%,100.00%,12 x 12,1.00,--,.00,.00,.00,.67,-2.315,43.84,0,0,<empty>,40.05,M,43.00,M,24 APR 26,114,0,S,.46,X,4,0,96.76%,3.24%,<empty>,-.02,97.81%,.00,.00,-.06,.01,.23,0,.15,.08,14.12,,
,,155,206,0.00%,100.00%,372 x 49,1.00,--,.00,.00,.00,.68,-2.215,42.84,28.10,27.50,<empty>,39.20,J,42.05,E,24 APR 26,115,.01,P,.09,X,485,355,98.99%,1.01%,3 x 50,-.01,76.91%,.00,.00,-.02,.01,.05,0,.32,.07,9.04,,
,,<empty>,0,0.00%,100.00%,10 x 4,1.00,--,.00,.00,.00,.69,-2.34,41.84,0,0,<empty>,38.05,P,40.95,T,24 APR 26,116,0,J,.17,C,<empty>,0,98.45%,1.55%,<empty>,-.01,80.34%,.00,.00,-.03,.01,.085,0,0,0,10.25,,
,,<empty>,0,0.00%,100.00%,12 x 12,1.00,--,.00,.00,.00,.70,-2.465,40.84,0,0,<empty>,37.05,M,39.70,M,24 APR 26,117,0,S,.50,C,<empty>,0,96.43%,3.57%,<empty>,-.02,92.36%,.00,.00,-.06,.02,.25,0,0,0,13.83,,
,,<empty>,0,0.00%,100.00%,12 x 12,1.00,--,.00,.00,.00,.71,-2.44,39.84,0,0,<empty>,36.10,M,38.70,M,24 APR 26,118,0,S,.50,C,<empty>,0,96.38%,3.62%,<empty>,-.03,90.12%,.00,.00,-.06,.02,.25,0,0,0,13.61,,
,,<empty>,0,0.00%,100.00%,12 x 5,1.00,--,.00,.00,.00,.72,-2.44,38.84,0,0,<empty>,35.10,M,37.70,J,24 APR 26,119,0,J,.34,B,<empty>,0,97.25%,2.75%,<empty>,-.02,82.45%,.00,.00,-.05,.01,.17,0,0,0,11.88,,
,,5,19,0.00%,100.00%,21 x 12,1.00,--,.00,.00,.00,.74,-2.39,37.84,31.50,20.91,<empty>,34.20,B,36.70,M,24 APR 26,120,.11,C,.12,X,492,931,97.92%,2.08%,1 x 48,-.02,75.68%,.00,.00,-.03,.01,.115,0,.61,.11,10.40,,
,,<empty>,0,0.00%,100.00%,13 x 12,1.00,--,.00,.00,.00,.75,-2.44,36.84,0,0,<empty>,33.10,M,35.70,M,24 APR 26,121,0,S,.75,C,4,0,94.94%,5.06%,<empty>,-.04,89.90%,.00,.00,-.09,.02,.375,0,.37,.37,14.74,,
,,2,0,0.00%,100.00%,10 x 22,1.00,--,.00,.00,.00,.76,-2.19,35.84,23.00,19.45,<empty>,32.15,T,35.15,S,24 APR 26,122,0,J,.51,B,<empty>,0,96.11%,3.89%,<empty>,-.03,81.55%,.00,.00,-.06,.02,.255,0,0,0,12.76,,
,,<empty>,0,0.00%,100.00%,12 x 12,1.00,--,.00,.00,.00,.77,-2.34,34.84,0,0,<empty>,31.15,M,33.85,M,24 APR 26,123,0,J,.52,C,<empty>,0,96.00%,4.00%,<empty>,-.03,79.64%,.00,.00,-.06,.02,.26,0,0,0,12.60,,
,,<empty>,0,0.00%,100.00%,12 x 12,1.00,--,.00,.00,.00,.78,-2.39,33.84,0,0,<empty>,30.15,M,32.75,M,24 APR 26,124,0,Z,1.11,S,<empty>,0,93.06%,6.94%,<empty>,-.05,89.96%,.00,.00,-.11,.03,.555,0,0,0,16.01,,
,,31,66,0.00%,100.00%,25 x 15,1.00,--,.00,.00,.00,.79,-2.265,32.84,29.50,16.37,<empty>,29.25,B,31.90,C,24 APR 26,125,.19,N,.21,E,571,"1,413",96.58%,3.42%,1 x 32,-.03,71.92%,.00,.00,-.05,.02,.20,0,1.13,.19,11.14,,
,,<empty>,0,0.00%,100.00%,7 x 10,1.00,--,.00,.00,.00,.80,-2.19,31.84,0,0,<empty>,28.20,T,31.10,C,24 APR 26,126,.10,J,.26,S,241,0,96.78%,3.22%,274 x 77,-.02,68.61%,.00,.00,-.05,.02,.18,0,.75,.25,10.55,,
,,<empty>,0,0.00%,100.00%,12 x 5,1.00,--,.00,.00,.00,.81,-2.24,30.84,0,0,<empty>,27.25,M,29.95,J,24 APR 26,127,.13,J,.27,D,102,0,96.45%,3.55%,222 x 5,-.03,67.76%,.00,.00,-.05,.02,.20,0,.82,.28,10.67,,
,,<empty>,0,0.00%,100.00%,12 x 12,1.00,--,.00,.00,.00,.83,-1.94,29.84,0,0,<empty>,26.30,M,29.50,M,24 APR 26,128,.11,J,.38,X,762,0,95.82%,4.18%,336 x 123,-.03,68.10%,.00,.00,-.06,.02,.245,0,1.36,.29,11.14,,
,,<empty>,0,0.00%,100.00%,5 x 5,1.00,--,.00,.00,.00,.84,-2.04,28.84,0,0,<empty>,25.30,J,28.30,J,24 APR 26,129,.13,J,.56,C,43,0,94.56%,5.44%,348 x 145,-.04,70.46%,.00,.00,-.08,.02,.345,0,1.69,.35,12.22,,
,,39,118,0.00%,100.00%,348 x 102,1.00,--,.00,.00,.00,.85,-2.19,27.84,25.30,12.80,<empty>,24.45,J,26.85,S,24 APR 26,130,.33,S,.38,A,854,"6,517",94.34%,5.66%,89 x 92,-.04,68.64%,.01,.00,-.08,.03,.355,0,1.81,.35,12.06,,
,,6,1,0.00%,100.00%,13 x 12,1.00,--,.00,.00,.00,.86,-2.115,26.84,23.65,23.05,<empty>,23.50,M,25.95,M,24 APR 26,131,.33,B,.44,S,103,66,93.89%,6.11%,48 x 52,-.05,67.56%,.01,.00,-.08,.03,.385,0,2.05,.42,12.12,,
,,32,20,0.00%,100.00%,27 x 12,1.00,--,.00,.00,.00,.87,-1.74,25.84,23.05,21.82,<empty>,22.50,B,25.70,M,24 APR 26,132,.34,S,.48,T,625,168,93.49%,6.51%,"1,141 x 21",-.05,66.20%,.01,.00,-.08,.03,.41,0,1.75,.33,12.10,,
,,10,10,0.00%,100.00%,14 x 10,1.00,--,.00,.00,.00,.88,-1.565,24.84,17.50,17.50,<empty>,22.55,M,24.00,B,24 APR 26,133,.48,C,.56,S,564,110,92.20%,7.80%,76 x 134,-.06,67.44%,.01,.00,-.10,.03,.52,0,2.60,.54,12.88,,
,,8,38,0.00%,100.00%,12 x 10,1.00,--,.00,.00,.00,.89,-1.24,23.84,15.00,10.50,<empty>,21.60,M,23.60,B,24 APR 26,134,.55,C,.61,J,69,185,91.44%,8.56%,160 x 5,-.07,66.82%,.01,.00,-.11,.04,.58,0,2.70,.57,13.09,,
,,523,268,0.00%,100.00%,134 x 118,1.00,--,.00,.00,.00,.90,-1.34,22.84,21.48,8.25,<empty>,20.95,S,22.05,S,24 APR 26,135,.62,S,.71,A,667,"1,932",90.43%,9.57%,140 x 179,-.08,66.67%,.01,.00,-.12,.04,.665,0,3.04,.62,13.46,,
,,17,219,0.00%,100.00%,318 x 96,1.00,--,.00,.00,.00,.91,-1.84,21.84,20.19,9.12,<empty>,18.80,J,21.20,C,24 APR 26,136,.69,C,.80,X,97,284,89.48%,10.52%,78 x 69,-.09,66.18%,.01,.00,-.13,.04,.745,0,2.83,.74,13.72,,
,,128,438,0.00%,100.00%,341 x 61,1.00,--,.00,.00,.00,.93,-1.715,20.84,17.60,9.72,<empty>,17.90,J,20.35,X,24 APR 26,137,.77,C,.90,C,619,150,88.45%,11.55%,74 x 31,-.09,65.72%,.01,.00,-.14,.05,.835,0,4.00,.90,14.00,,
,,58,100,0.00%,100.00%,323 x 87,1.00,--,.00,.00,.00,.94,-1.515,19.84,16.59,5.95,<empty>,17.05,J,19.60,X,24 APR 26,138,.90,M,1.02,E,190,84,87.12%,12.88%,61 x 71,-.11,65.79%,.01,-.01,-.15,.05,.96,0,4.27,.96,14.45,,
,,51,83,0.00%,100.00%,247 x 56,1.00,--,.00,.00,.00,.95,-1.04,18.84,17.48,5.85,<empty>,16.80,J,18.80,X,24 APR 26,139,1.05,X,1.11,N,336,67,85.86%,14.14%,61 x 22,-.12,65.50%,.01,-.01,-.16,.05,1.08,0,4.85,1.06,14.79,,
,,879,"1,032",0.00%,100.00%,24 x 89,1.00,--,.00,.00,.00,.96,-.565,17.84,16.56,5.40,<empty>,16.80,N,17.75,X,24 APR 26,140,1.17,S,1.24,S,"1,182","1,089",84.56%,15.44%,140 x 1,-.13,65.09%,.01,-.01,-.17,.06,1.205,0,5.70,1.20,15.10,,
,,116,60,0.00%,100.00%,322 x 123,1.00,--,.00,.00,.00,.97,-.89,16.84,15.27,4.93,<empty>,14.50,J,17.40,J,24 APR 26,141,1.31,Q,1.42,J,148,155,83.02%,16.98%,65 x 6,-.14,65.06%,.01,-.01,-.18,.06,1.365,0,4.20,1.36,15.54,,
,,189,129,0.00%,100.00%,244 x 173,1.00,--,.00,.00,.00,.98,-.665,15.84,15.40,4.45,<empty>,14.45,J,15.90,C,24 APR 26,142,1.49,C,1.61,S,209,48,81.33%,18.67%,155 x 23,-.16,65.17%,.01,-.01,-.20,.07,1.55,0,6.40,1.54,16.03,,
,,555,135,0.00%,100.00%,170 x 147,1.00,--,.00,.00,.00,.99,-.165,14.84,14.20,4.12,<empty>,14.20,C,15.15,C,24 APR 26,143,1.66,E,1.80,B,234,93,79.70%,20.30%,65 x 14,-.17,64.96%,.01,-.01,-.21,.07,1.73,0,5.80,1.73,16.42,,
,,101,108,0.00%,100.00%,177 x 88,1.00,--,.00,.00,.00,1.00,-.115,13.84,13.05,3.65,<empty>,12.95,J,14.50,X,24 APR 26,144,1.88,C,2.06,C,694,54,77.74%,22.26%,139 x 167,-.19,65.34%,.02,-.01,-.22,.07,1.97,0,5.50,1.96,17.03,,
,,"1,186",631,0.00%,100.00%,192 x 132,1.00,0.06%,.00,.04,-.01,.00,.01,12.84,12.50,3.25,14.11,12.35,J,13.35,S,24 APR 26,145,2.11,C,2.23,J,"1,496","1,277",76.03%,23.97%,186 x 7,-.21,64.93%,.02,-.01,-.23,.08,2.17,0,6.10,2.15,17.36,,
,,"3,263","2,697",8.84%,91.16%,147 x 99,.92,33.06%,.02,.04,-.07,.04,.435,11.84,11.60,2.95,19.84,11.70,J,12.85,X,24 APR 26,146,2.34,X,2.51,X,687,26,74.06%,25.94%,113 x 84,-.22,65.00%,.02,-.01,-.24,.08,2.425,0,6.10,2.58,17.87,,
,,213,157,10.93%,89.07%,179 x 107,.90,33.08%,.02,.04,-.08,.05,.535,10.84,10.92,2.55,19.24,10.80,J,11.95,X,24 APR 26,147,2.65,N,2.78,S,254,22,71.96%,28.04%,42 x 27,-.24,65.24%,.02,-.01,-.26,.09,2.715,0,9.30,2.69,18.45,,
,,534,748,19.35%,80.65%,5 x 137,.83,41.84%,.02,.04,-.14,.07,1.21,9.84,10.85,2.22,21.70,10.80,J,11.30,A,24 APR 26,148,2.86,E,3.10,C,222,33,70.00%,30.00%,148 x 23,-.26,64.96%,.02,-.01,-.27,.09,2.98,0,9.82,2.96,18.85,,
,,250,141,22.34%,77.66%,32 x 119,.80,42.40%,.02,.03,-.16,.08,1.46,8.84,9.53,1.84,21.35,10.05,B,10.55,S,24 APR 26,149,3.25,C,3.40,J,523,74,67.76%,32.24%,54 x 7,-.28,65.34%,.02,-.01,-.28,.09,3.325,0,9.00,3.30,19.49,,
,,"4,837","2,624",25.41%,74.59%,104 x 187,.77,42.84%,.03,.03,-.17,.08,1.735,7.84,9.70,1.72,20.97,9.40,S,9.75,A,24 APR 26,150,3.55,C,3.75,D,"1,297","1,122",65.63%,34.37%,176 x 28,-.30,65.25%,.02,-.02,-.29,.10,3.65,0,11.57,3.60,19.97,,
,,"1,966",337,34.31%,65.69%,14 x 194,.69,45.90%,.03,.03,-.21,.10,2.76,5.34,8.20,1.39,20.80,7.95,A,8.25,C,24 APR 26,152.5,4.60,T,4.75,B,281,25,59.88%,40.12%,21 x 31,-.36,66.21%,.02,-.02,-.31,.10,4.675,0,13.23,4.62,21.63,,
,,"7,001","3,842",42.49%,57.51%,10 x 94,.61,47.51%,.03,.03,-.24,.10,3.885,2.84,6.75,.90,20.19,6.65,B,6.80,N,24 APR 26,155,5.75,S,5.90,B,710,401,54.21%,45.79%,51 x 9,-.41,66.95%,.02,-.02,-.33,.11,5.825,0,15.72,5.75,23.26,,
,,"1,091",186,50.31%,49.69%,47 x 141,.53,48.80%,.03,.02,-.25,.11,5.185,.34,5.55,.66,19.52,5.45,C,5.60,T,24 APR 26,157.5,7.10,J,7.25,C,133,67,48.63%,51.37%,1 x 12,-.47,68.21%,.02,-.02,-.34,.11,7.175,0,12.33,7.10,25.12,,
,,"11,625","5,969",57.57%,42.43%,44 x 233,.46,50.63%,.03,.02,-.26,.11,4.575,0,4.60,.50,19.12,4.45,C,4.70,C,24 APR 26,160,8.40,C,8.80,E,107,235,43.35%,56.65%,118 x 33,-.52,68.90%,.02,-.03,-.35,.11,6.44,2.16,20.17,8.68,26.82,,
,,"1,918",155,64.22%,35.78%,46 x 126,.39,51.34%,.03,.02,-.26,.10,3.675,0,3.71,.34,18.35,3.60,C,3.75,S,24 APR 26,162.5,10.00,X,10.45,J,26,7,38.42%,61.58%,79 x 5,-.57,70.27%,.02,-.03,-.35,.11,5.565,4.66,13.30,10.98,28.81,,
,,"3,132","4,741",70.06%,29.94%,105 x 34,.33,52.55%,.03,.01,-.25,.10,2.98,0,3.00,.27,17.82,2.91,E,3.05,X,24 APR 26,165,11.75,M,12.25,B,20,186,33.97%,66.03%,73 x 12,-.61,71.97%,.02,-.03,-.34,.10,4.84,7.16,13.87,12.13,30.97,,
,,"1,305",256,75.17%,24.83%,126 x 126,.28,53.62%,.02,.01,-.23,.09,2.40,0,2.34,.39,17.29,2.31,S,2.49,S,24 APR 26,167.5,13.55,B,15.25,E,<empty>,0,30.89%,69.11%,42 x 23,-.64,78.88%,.02,-.03,-.37,.10,4.74,9.66,0,0,35.14,,
,,"4,206","2,395",79.43%,20.57%,201 x 215,.23,55.00%,.02,.01,-.21,.08,1.955,0,1.98,.19,16.91,1.84,C,2.07,C,24 APR 26,170,15.65,X,17.30,J,8,31,27.76%,72.24%,82 x 161,-.67,81.98%,.02,-.03,-.37,.10,4.315,12.16,23.00,16.90,37.90,,
,,"1,793","1,965",86.15%,13.85%,452 x 1,.16,57.19%,.02,.01,-.18,.07,1.27,0,1.27,.15,16.06,1.24,Q,1.30,D,24 APR 26,175,19.20,B,22.15,J,<empty>,1,22.41%,77.59%,27 x 12,-.73,86.81%,.01,-.03,-.36,.09,3.515,17.16,0,0,43.00,,
,,"8,527","1,592",90.58%,9.42%,127 x 102,.11,59.87%,.01,.01,-.14,.05,.855,0,.90,.01,15.53,.81,T,.90,S,24 APR 26,180,23.95,W,26.70,S,<empty>,0,18.94%,81.06%,1 x 15,-.76,94.77%,.01,-.03,-.36,.08,3.165,22.16,0,0,49.38,,
,,"1,063",269,93.48%,6.52%,129 x 61,.08,62.76%,.01,.00,-.11,.04,.595,0,.62,.10,15.19,.57,T,.62,X,24 APR 26,185,28.70,T,31.60,T,<empty>,0,16.55%,83.45%,10 x 10,-.78,103.70%,.01,-.03,-.37,.08,2.99,27.16,0,0,56.20,,
,,451,291,95.37%,4.63%,45 x 36,.06,65.83%,.01,.00,-.09,.03,.43,0,.45,.02,15.01,.41,E,.45,X,24 APR 26,190,33.95,M,36.50,P,<empty>,10,15.19%,84.81%,12 x 10,-.79,115.15%,.01,-.03,-.40,.08,3.065,32.16,0,0,64.01,,
,,103,650,96.17%,3.83%,188 x 260,.05,71.37%,.01,.00,-.09,.03,.385,0,.31,.03,15.82,.29,A,.48,A,24 APR 26,195,38.30,M,41.40,M,<empty>,0,13.14%,86.86%,12 x 12,-.81,120.10%,.01,-.03,-.39,.07,2.69,37.16,0,0,69.44,,
,,"15,279","1,847",97.42%,2.58%,17 x 114,.03,72.53%,.00,.00,-.06,.02,.255,0,.26,.02,15.07,.25,N,.26,S,24 APR 26,200,43.45,J,46.35,M,<empty>,1,12.29%,87.71%,5 x 12,-.81,130.40%,.01,-.03,-.41,.07,2.74,42.16,0,0,76.89,,
,,150,210,98.19%,1.81%,54 x 45,.02,74.36%,.00,.00,-.05,.02,.18,0,.18,.04,14.64,.15,C,.21,C,24 APR 26,205,48.60,Z,51.30,N,<empty>,0,11.58%,88.42%,89 x 107,-.82,140.46%,.01,-.03,-.44,.07,2.79,47.16,0,0,84.27,,
,,181,85,98.98%,1.02%,451 x 9,.01,73.07%,.00,.00,-.03,.01,.095,0,.16,.05,13.14,.04,J,.15,Z,24 APR 26,210,53.10,P,56.25,M,<empty>,0,10.40%,89.60%,10 x 12,-.83,145.52%,.00,-.03,-.43,.07,2.515,52.16,0,0,89.83,,
,,11,27,98.41%,1.59%,15 x 163,.02,86.15%,.00,.00,-.05,.01,.19,0,.13,.04,16.89,.01,B,.37,J,24 APR 26,215,58.85,M,61.25,M,<empty>,0,10.50%,89.50%,10 x 12,-.82,160.09%,.00,-.03,-.49,.07,2.89,57.16,0,0,98.83,,
,,9,60,98.80%,1.20%,<empty>,.02,87.95%,.00,.00,-.04,.01,.145,0,.16,.04,16.57,0,S,.29,C,24 APR 26,220,63.30,M,66.25,P,<empty>,0,9.57%,90.43%,12 x 10,-.82,164.83%,.00,-.03,-.48,.07,2.615,62.16,0,0,104.31,,
,,1,2,99.16%,0.84%,<empty>,.01,88.46%,.00,.00,-.03,.01,.10,0,.11,.11,15.83,0,J,.20,C,24 APR 26,225,68.35,J,71.25,C,<empty>,0,9.21%,90.79%,5 x 11,-.82,173.97%,.00,-.03,-.51,.07,2.64,67.16,0,0,111.35,,
,,1,92,98.99%,1.01%,<empty>,.02,97.28%,.00,.00,-.04,.01,.14,0,.14,.14,18.14,0,H,.28,J,24 APR 26,230,72.70,A,76.25,A,<empty>,0,8.40%,91.60%,131 x 128,-.83,177.56%,.00,-.03,-.50,.06,2.315,72.16,0,0,116.45,,
,,31,17,98.92%,1.08%,<empty>,.02,104.23%,.00,.00,-.05,.01,.165,0,.15,.02,19.82,0,S,.33,J,24 APR 26,235,77.85,A,81.25,A,<empty>,0,8.23%,91.77%,118 x 118,-.82,187.40%,.00,-.03,-.53,.06,2.39,77.16,0,0,123.72,,
,,<empty>,0,99.05%,0.95%,<empty>,.02,107.47%,.00,.00,-.05,.01,.15,0,0,0,20.16,0,S,.30,C,24 APR 26,240,82.85,A,86.25,A,<empty>,0,8.00%,92.00%,118 x 118,-.82,196.03%,.00,-.03,-.56,.06,2.39,82.16,0,0,130.55,,
,,<empty>,0,97.80%,2.20%,<empty>,.04,133.85%,.00,.00,-.13,.02,.50,0,0,0,29.25,0,W,1.00,D,24 APR 26,245,88.60,A,91.25,A,<empty>,0,8.23%,91.77%,130 x 138,-.81,210.47%,.00,-.03,-.62,.07,2.765,87.16,0,0,139.27,,
,,<empty>,0,98.68%,1.32%,<empty>,.02,126.03%,.00,.00,-.08,.01,.27,0,0,0,25.43,0,W,.54,S,24 APR 26,250,93.30,A,96.25,A,<empty>,0,7.87%,92.13%,119 x 118,-.81,216.75%,.00,-.03,-.63,.06,2.615,92.16,0,0,145.26,,
